id,type,channel,content,sender,timestamp,is_scam,scam_type,urgency_score,threat_score
legit_24,text,sms,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,support@outlook.com,2025-09-12 21:08:20.460479,False,,0.28860283980182405,0.13076870677496286
legit_25,text,whatsapp,Your account balance is ₹₹49843. Thank you for banking with us.,+91-2109876543,2025-09-13 02:08:20.460484,False,,0.007319905655424674,0.04897649168855607
legit_26,text,whatsapp,Your loan application has been approved. Please visit our branch to complete the formalities.,+91-3210987654,2025-09-12 23:08:20.460486,False,,0.053248707306358764,0.0034062505756511374
legit_27,text,sms,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,support@rediffmail.com,2025-09-13 05:08:20.460489,False,,0.10242372607485577,0.12650921012509073
legit_28,text,whatsapp,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,+91-2109876543,2025-09-12 16:08:20.460492,False,,0.2133846339797498,0.11188451543403595
legit_29,text,email,Your credit card payment of ₹₹12961 is due on 2025-10-13. Please pay to avoid late fees.,+91-6543210987,2025-09-12 18:08:20.460498,False,,0.24150168492731372,0.14845321861394922
legit_30,text,whatsapp,Your loan application has been approved. Please visit our branch to complete the formalities.,+91-7654321098,2025-09-12 16:08:20.460501,False,,0.12851627302788513,0.13822788119494975
legit_31,text,whatsapp,Your monthly bank statement is ready. Please check your registered email for details.,support@yahoo.com,2025-09-12 16:08:20.460503,False,,0.22713538517005571,0.024194792729218408
legit_32,text,sms,Your credit card payment of ₹₹7330 is due on 2025-09-17. Please pay to avoid late fees.,support@outlook.com,2025-09-12 21:08:20.460509,False,,0.12968625784292348,0.09063063501576943
legit_33,text,sms,Your monthly bank statement is ready. Please check your registered email for details.,support@rediffmail.com,2025-09-13 01:08:20.460512,False,,0.2678077980807556,0.1807063690515955
legit_34,text,whatsapp,Your loan application has been approved. Please visit our branch to complete the formalities.,+91-4321098765,2025-09-12 17:08:20.460514,False,,0.2640822839978612,0.09614838729224154
legit_35,text,sms,Your loan application has been approved. Please visit our branch to complete the formalities.,support@yahoo.com,2025-09-13 01:08:20.460516,False,,0.11289056760066862,0.029262584676946757
legit_36,text,whatsapp,Your loan application has been approved. Please visit our branch to complete the formalities.,+91-9876543210,2025-09-12 19:08:20.460519,False,,0.2443766265230478,0.17813264272238152
legit_37,text,sms,Your monthly bank statement is ready. Please check your registered email for details.,support@rediffmail.com,2025-09-13 02:08:20.460521,False,,0.13097571016560142,0.01703612561069756
legit_38,text,sms,Your loan application has been approved. Please visit our branch to complete the formalities.,support@yahoo.com,2025-09-13 01:08:20.460523,False,,0.0512068313963025,0.03467649983009304
legit_39,text,email,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,support@rediffmail.com,2025-09-12 18:08:20.460527,False,,0.16936949827938655,0.17295003017244615
legit_40,text,sms,Your monthly bank statement is ready. Please check your registered email for details.,support@rediffmail.com,2025-09-12 20:08:20.460531,False,,0.2288211533318885,0.08261412045357171
legit_41,text,whatsapp,Your monthly bank statement is ready. Please check your registered email for details.,+91-9876543210,2025-09-13 04:08:20.460533,False,,0.01615991185771688,0.14972799624332986
legit_42,text,email,Your account balance is ₹₹46480. Thank you for banking with us.,+91-8765432109,2025-09-12 22:08:20.460536,False,,0.0891006573347607,0.09314080516553212
legit_43,text,sms,Your monthly bank statement is ready. Please check your registered email for details.,support@outlook.com,2025-09-12 13:08:20.460538,False,,0.18315703518905738,0.10110362473271065
legit_44,text,whatsapp,Your loan application has been approved. Please visit our branch to complete the formalities.,support@hotmail.com,2025-09-12 15:08:20.460541,False,,0.1229038760748444,0.09170843092643817
legit_45,text,email,Your loan application has been approved. Please visit our branch to complete the formalities.,+91-8765432109,2025-09-12 11:08:20.460543,False,,0.14466117051266014,0.09100565111976422
legit_46,text,email,Your monthly bank statement is ready. Please check your registered email for details.,support@hotmail.com,2025-09-12 22:08:20.460545,False,,0.28227580694299714,0.11528340601367221
legit_47,text,whatsapp,Your account balance is ₹₹45752. Thank you for banking with us.,support@rediffmail.com,2025-09-13 04:08:20.460549,False,,0.18591663279252843,0.13943821694354672
legit_48,text,sms,Your credit card payment of ₹₹20585 is due on 2025-10-10. Please pay to avoid late fees.,+91-8765432109,2025-09-13 03:08:20.460554,False,,0.23425083795609647,0.18177981882887928
legit_49,text,whatsapp,Your credit card payment of ₹₹34674 is due on 2025-10-05. Please pay to avoid late fees.,+91-7654321098,2025-09-13 02:08:20.460559,False,,0.2122410086731243,0.18194501060199741
legit_50,text,whatsapp,Your account balance is ₹₹32630. Thank you for banking with us.,support@hotmail.com,2025-09-12 11:08:20.460562,False,,0.15999919140673982,0.13788042377438878
legit_51,text,email,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,support@hotmail.com,2025-09-12 11:08:20.460565,False,,0.17339409979856876,0.13402750569212113
legit_52,text,email,Your account balance is ₹₹5970. Thank you for banking with us.,support@rediffmail.com,2025-09-12 08:08:20.460568,False,,0.28296262972149727,0.15747213491426873
legit_53,text,email,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,+91-2109876543,2025-09-12 20:08:20.460571,False,,0.09998481040891512,0.09308260757740705
legit_54,text,sms,Your monthly bank statement is ready. Please check your registered email for details.,support@gmail.com,2025-09-13 02:08:20.460573,False,,0.04479942771828461,0.16560231153065816
legit_55,text,sms,Your account balance is ₹₹35314. Thank you for banking with us.,support@yahoo.com,2025-09-12 20:08:20.460576,False,,0.15836759354699195,0.03421601341580738
legit_56,text,email,Your credit card payment of ₹₹36028 is due on 2025-09-21. Please pay to avoid late fees.,support@rediffmail.com,2025-09-13 04:08:20.460590,False,,0.187472167679173,0.003931315350639841
legit_57,text,sms,Your account balance is ₹₹28460. Thank you for banking with us.,support@hotmail.com,2025-09-13 02:08:20.460594,False,,0.040498214897674245,0.18521353723286788
legit_58,text,whatsapp,Your account balance is ₹₹20973. Thank you for banking with us.,support@rediffmail.com,2025-09-12 17:08:20.460597,False,,0.18776849722920688,0.08283472163494027
legit_59,text,sms,Your account balance is ₹₹27077. Thank you for banking with us.,+91-3210987654,2025-09-12 20:08:20.460602,False,,0.026052788933249804,0.09713329846871539
legit_60,text,email,Your monthly bank statement is ready. Please check your registered email for details.,support@yahoo.com,2025-09-12 12:08:20.460605,False,,0.0852174076038774,0.07118042920258452
legit_61,text,sms,Your account balance is ₹₹28011. Thank you for banking with us.,+91-6543210987,2025-09-12 12:08:20.460607,False,,0.18831387882891903,0.09019861625988695
legit_62,text,sms,Your monthly bank statement is ready. Please check your registered email for details.,support@outlook.com,2025-09-12 22:08:20.460611,False,,0.048923822878217595,0.06187175623165449
legit_63,text,email,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,support@hotmail.com,2025-09-12 22:08:20.460614,False,,0.10804919298661993,0.06282200261942701
legit_64,text,sms,Your loan application has been approved. Please visit our branch to complete the formalities.,+91-2109876543,2025-09-12 14:08:20.460616,False,,0.06389881071225836,0.028699031869759972
legit_65,text,email,Your credit card payment of ₹₹48241 is due on 2025-10-12. Please pay to avoid late fees.,support@outlook.com,2025-09-12 18:08:20.460623,False,,0.26510228157038385,0.13542661747045825
legit_66,text,email,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,support@hotmail.com,2025-09-12 09:08:20.460625,False,,0.09562596800128245,0.13252879868790393
legit_67,text,whatsapp,Your monthly bank statement is ready. Please check your registered email for details.,support@rediffmail.com,2025-09-12 18:08:20.460628,False,,0.290477525441928,0.05468234209478234
legit_68,text,whatsapp,Your account balance is ₹₹20150. Thank you for banking with us.,support@hotmail.com,2025-09-12 13:08:20.460631,False,,0.007435869235790793,0.1758632459759304
legit_69,text,whatsapp,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,support@yahoo.com,2025-09-12 20:08:20.460633,False,,0.059077348016806835,0.1966724026537845
legit_70,text,whatsapp,Your monthly bank statement is ready. Please check your registered email for details.,+91-2109876543,2025-09-12 19:08:20.460635,False,,0.2683772245639596,0.021793369302197576
legit_71,text,email,Your account balance is ₹₹43779. Thank you for banking with us.,+91-8765432109,2025-09-12 19:08:20.460638,False,,0.023171180426649507,0.12480476474627214
legit_72,text,sms,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,+91-8765432109,2025-09-13 02:08:20.460641,False,,0.09109869939999622,0.14705009621119133
legit_73,text,whatsapp,Your loan application has been approved. Please visit our branch to complete the formalities.,support@hotmail.com,2025-09-12 11:08:20.460643,False,,0.1742074671477873,0.0859028517781561
legit_74,text,sms,Your account balance is ₹₹11775. Thank you for banking with us.,support@yahoo.com,2025-09-13 03:08:20.460647,False,,0.060350369710256556,0.04459008580643906
legit_75,text,sms,Your account balance is ₹₹35529. Thank you for banking with us.,support@gmail.com,2025-09-12 15:08:20.460650,False,,0.21975554393761434,0.11347452884051655
legit_76,text,whatsapp,Your monthly bank statement is ready. Please check your registered email for details.,+91-3210987654,2025-09-13 05:08:20.460653,False,,0.15862865595902945,0.1388945489415728
legit_77,text,whatsapp,Your credit card payment of ₹₹38380 is due on 2025-09-18. Please pay to avoid late fees.,+91-2109876543,2025-09-12 13:08:20.460659,False,,0.0417092966834085,0.15080648895324503
legit_78,text,email,Your monthly bank statement is ready. Please check your registered email for details.,support@yahoo.com,2025-09-13 04:08:20.460663,False,,0.13609319101677841,0.16917444526421227
legit_79,text,email,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,+91-3210987654,2025-09-13 07:08:20.460665,False,,0.20740722460658817,0.14161530247915943
legit_80,text,email,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,support@outlook.com,2025-09-13 04:08:20.460668,False,,0.1585471873167757,0.029137156453293046
legit_81,text,sms,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,+91-9876543210,2025-09-13 06:08:20.460670,False,,0.23097771007762186,0.1314827380565394
legit_82,text,sms,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,support@gmail.com,2025-09-12 20:08:20.460673,False,,0.05349043362729994,0.09416248277520196
legit_83,text,email,Your monthly bank statement is ready. Please check your registered email for details.,support@gmail.com,2025-09-12 12:08:20.460675,False,,0.26026750639016094,0.18841570821018813
legit_84,text,whatsapp,Your credit card payment of ₹₹18066 is due on 2025-09-28. Please pay to avoid late fees.,support@hotmail.com,2025-09-13 06:08:20.460681,False,,0.03170014678745107,0.026184924560793823
legit_85,text,whatsapp,Your loan application has been approved. Please visit our branch to complete the formalities.,+91-7654321098,2025-09-13 06:08:20.460684,False,,0.15924683919406343,0.018453815700840436
legit_86,text,sms,Your loan application has been approved. Please visit our branch to complete the formalities.,support@rediffmail.com,2025-09-13 03:08:20.460687,False,,0.147310559132514,0.07233464649572156
legit_87,text,sms,Your account balance is ₹₹15354. Thank you for banking with us.,+91-6543210987,2025-09-12 08:08:20.460692,False,,0.22318028188795444,0.14449394700730442
legit_88,text,sms,Your account balance is ₹₹13582. Thank you for banking with us.,support@rediffmail.com,2025-09-13 01:08:20.460695,False,,0.23072910348481138,0.19437854220771422
legit_89,text,whatsapp,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,support@hotmail.com,2025-09-12 13:08:20.460697,False,,0.1489597187252721,0.1918297274941052
legit_90,text,whatsapp,Your loan application has been approved. Please visit our branch to complete the formalities.,support@outlook.com,2025-09-12 20:08:20.460700,False,,0.2904743941952987,0.12364932538861928
legit_91,text,whatsapp,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,+91-3210987654,2025-09-12 15:08:20.460702,False,,0.06542210908048925,0.0747493799546414
legit_92,text,whatsapp,Your insurance policy renewal is due. Please contact us at +91-8000000000 for assistance.,+91-3210987654,2025-09-12 21:08:20.460705,False,,0.0738581089705416,0.0686042702534935
legit_93,text,sms,Your credit card payment of ₹₹6195 is due on 2025-09-24. Please pay to avoid late fees.,support@rediffmail.com,2025-09-13 03:08:20.460710,False,,0.0875221602462895,0.12972357111287858
legit_94,text,sms,Your account balance is ₹₹49553. Thank you for banking with us.,support@hotmail.com,2025-09-13 00:08:20.460713,False,,0.20462881630127916,0.042639088172458366
legit_95,text,whatsapp,Your credit card payment of ₹₹34896 is due on 2025-09-16. Please pay to avoid late fees.,+91-7654321098,2025-09-12 17:08:20.460719,False,,0.021144612575544786,0.00792192557410254
legit_96,text,whatsapp,Your credit card payment of ₹₹20811 is due on 2025-09-29. Please pay to avoid late fees.,+91-5432109876,2025-09-13 05:08:20.460724,False,,0.19466776336547484,0.017576122123821824
legit_97,text,whatsapp,Your account balance is ₹₹25766. Thank you for banking with us.,support@yahoo.com,2025-09-12 11:08:20.460728,False,,0.0842610594446285,0.06236369853250519
legit_98,text,whatsapp,Your loan application has been approved. Please visit our branch to complete the formalities.,+91-6543210987,2025-09-12 08:08:20.460732,False,,0.15372710957660732,0.18283653426387833
legit_99,text,email,Your loan application has been approved. Please visit our branch to complete the formalities.,+91-4321098765,2025-09-13 01:08:20.460735,False,,0.1017709512848466,0.017134098377925743
legit_100,text,email,Your credit card payment of ₹₹35938 is due on 2025-09-23. Please pay to avoid late fees.,+91-8765432109,2025-09-12 13:08:20.460740,False,,0.10128970214629514,0.026535918079959767
